paper,title,room,category
292,Physics-Constrained Flow Matching: Sampling Generative Models with Hard Constraints,Room 2,machine_learning_for_sciences
293,The First Few Tokens Are All You Need: An Efficient and Effective Unsupervised Prefix Fine-Tuning Method for Reasoning Models,Room 8,deep_learning
294,"Adaptive Variance Inflation in Thompson Sampling: Efficiency, Safety, Robustness, and Beyond",Room 12,reinforcement_learning
295,Quantum Visual Fields with Neural Amplitude Encoding,Room 4,deep_learning
296,SeerAttention: Self-distilled Attention Gating for Efficient Long-context Prefilling,Room 12,deep_learning
297,WebDancer: Towards Autonomous Information Seeking Agency,Room 3,applications
298,QuadEnhancer: Leveraging Quadratic Transformations to Enhance Deep Neural Networks,Room 11,deep_learning
299,Sample-Conditional Coverage in Split-Conformal Prediction,Room 11,theory
300,Where Graph Meets Heterogeneity: Multi-View Collaborative Graph Experts,Room 3,deep_learning
301,Complete Structure Guided Point Cloud Completion via Cluster- and Instance-Level Contrastive Learning,Room 2,applications
302,SAINT: Sequence-Aware Integration for Spatial Transcriptomics Multi-View Clustering,Room 2,general_machine_learning
303,Towards Syn-to-Real IQA: A Novel Perspective on Reshaping Synthetic Data Distributions,Room 8,applications
304,MisoDICE: Multi-Agent Imitation from Mixed-Quality Demonstrations,Room 10,reinforcement_learning
305,"Can NeRFs ""See"" without Cameras?",Room 1,applications
306,Off-policy Reinforcement Learning with Model-based Exploration Augmentation,Room 6,reinforcement_learning
307,Causal Head Gating: A Framework for Interpreting Roles of Attention Heads in Transformers,Room 9,deep_learning
308,On the Edge of Memorization in Diffusion Models,Room 6,deep_learning
309,Adam Reduces a Unique Form of Sharpness: Theoretical Insights Near the Minimizer Manifold,Room 1,theory
310,Zero-Shot Context Generalization in Reinforcement Learning from Few Training Contexts,Room 12,reinforcement_learning
311,Democratizing Clinical Risk Prediction with Cross-Cohort Cross-Modal Knowledge Transfer,Room 8,machine_learning_for_sciences
312,Revisiting Consensus Error: A Fine-grained Analysis of Local SGD under Second-order Data Heterogeneity,Room 6,optimization
313,ScaleDiff: Higher-Resolution Image Synthesis via Efficient and Model-Agnostic Diffusion,Room 2,applications
314,On Learning Verifiers and Implications to Chain-of-Thought Reasoning,Room 7,theory
315,Score-Based Diffusion Modeling for Nonparametric Empirical Bayes in Heteroscedastic Gaussian Mixtures,Room 6,probabilistic_methods
316,CCL: Causal-aware In-context Learning for Out-of-Distribution Generalization,Room 3,deep_learning
317,ARECHO: Autoregressive Evaluation via Chain-Based Hypothesis Optimization for Speech Multi-Metric Estimation,Room 8,applications
318,On the creation of narrow AI: hierarchy and nonlocality of neural network skills,Room 3,other
319,Q3R: Quadratic Reweighted Rank Regularizer for Effective Low-Rank Training,Room 7,deep_learning
320,Unveiling m-Sharpness Through the Structure of Stochastic Gradient Noise,Room 6,optimization
321,Distributional LLM-as-a-Judge,Room 3,evaluation
322,Understanding Softmax Attention Layers:\\ Exact Mean-Field Analysis on a Toy Problem,Room 3,theory
323,Differentially Private High-dimensional Variable Selection via Integer Programming,Room 10,social_and_economic_aspects_of_machine_learning
324,SSIMBaD: Sigma Scaling with SSIM-Guided Balanced Diffusion for AnimeFace Colorization,Room 2,applications
325,Sharp Analysis for KL-Regularized Contextual Bandits and RLHF,Room 1,theory
326,Efficient and Near-Optimal Algorithm for Contextual Dueling Bandits with Offline Regression Oracles,Room 1,theory
327,Gaussian Processes for Shuffled Regression,Room 6,probabilistic_methods
328,Projective Equivariant Networks via Second-order Fundamental Differential Invariants,Room 2,deep_learning
329,Data-Adaptive Exposure Thresholds under Network Interference,Room 6,probabilistic_methods
330,Versatile Transferable Unlearnable Example Generator,Room 3,social_and_economic_aspects_of_machine_learning
331,A Temporal Difference Method for Stochastic Continuous Dynamics,Room 4,reinforcement_learning
332,ZeroS: Zero‑Sum Linear Attention for Efficient Transformers,Room 3,deep_learning
333,Blameless Users in a Clean Room: Defining Copyright Protection for Generative Models,Room 1,theory
334,Adaptive 3D Reconstruction via Diffusion Priors and Forward Curvature-Matching Likelihood Updates,Room 5,applications
335,What Data Enables Optimal Decisions? An Exact Characterization for Linear Optimization,Room 12,theory
336,From Shortcut to Induction Head: How Data Diversity Shapes Algorithm Selection in Transformers,Room 7,theory
337,When Additive Noise Meets Unobserved Mediators: Bivariate Denoising Diffusion for Causal Discovery,Room 6,probabilistic_methods
338,What is Your Data Worth to GPT? LLM-Scale Data Valuation with Influence Functions,Room 3,social_and_economic_aspects_of_machine_learning
339,State Size Independent Statistical Error Bound for Discrete Diffusion Models,Room 6,deep_learning
340,User-Instructed Disparity-aware Defocus Control,Room 5,deep_learning
341,Private Evolution Converges,Room 10,theory
342,Linearization Explains Fine-Tuning in Large Language Models,Room 8,deep_learning
343,Learning Interestingness in Automated Mathematical Theory Formation,Room 7,machine_learning_for_sciences
344,RLZero: Direct Policy Inference from Language Without In-Domain Supervision,Room 10,reinforcement_learning
345,"No Experts, No Problem: Avoidance Learning from Bad Demonstrations",Room 10,reinforcement_learning
346,IOSTOM: Offline Imitation Learning from Observations via State Transition Occupancy Matching,Room 10,reinforcement_learning
347,ARGenSeg: Image Segmentation with Autoregressive Image Generation Model,Room 8,applications
348,From Kolmogorov to Cauchy: Shallow XNet Surpasses KANs,Room 4,theory
349,DNA-DetectLLM: Unveiling AI-Generated Text via a DNA-Inspired Mutation-Repair Paradigm,Room 3,deep_learning
350,Vertical Federated Feature Screening,Room 10,general_machine_learning
351,Task-Specific Data Selection for Instruction Tuning via Monosemantic Neuronal Activations,Room 8,deep_learning
352,Signal and Noise: A Framework for Reducing Uncertainty in Language Model Evaluation,Room 8,evaluation
353,SD-KDE: Score-Debiased Kernel Density Estimation,Room 4,probabilistic_methods
354,Temporal Logic-Based Multi-Vehicle Backdoor Attacks against Offline RL Agents in End-to-end Autonomous Driving,Room 2,social_and_economic_aspects_of_machine_learning
355,AANet: Virtual Screening under Structural Uncertainty via Alignment and Aggregation,Room 7,machine_learning_for_sciences
356,Tradeoffs between Mistakes and ERM Oracle Calls in Online and Transductive Online Learning,Room 4,theory
357,Scaffolding Dexterous Manipulation with Vision-Language Models,Room 2,reinforcement_learning
358,Tree-Guided Diffusion Planner,Room 3,reinforcement_learning
359,FlashMoE: Fast Distributed MoE in a Single Kernel,Room 7,infrastructure
360,The World Is Bigger! A Computationally-Embedded Perspective on the Big World Hypothesis,Room 12,reinforcement_learning
361,Multimodal Disease Progression Modeling via Spatiotemporal Disentanglement and Multiscale Alignment,Room 2,applications
362,On the Hardness of Conditional Independence Testing In Practice,Room 4,general_machine_learning
363,SPINT: Spatial Permutation-Invariant Neural Transformer for Consistent Intracortical Motor Decoding,Room 8,neuroscience_and_cognitive_science
364,On Evaluating LLM Alignment by Evaluating LLMs as Judges,Room 3,deep_learning
365,Encoder-Decoder Diffusion Language Models for Efficient Training and Inference,Room 11,deep_learning
366,Robust Egocentric Referring Video Object Segmentation via Dual-Modal Causal Intervention,Room 5,applications
367,Are Large Language Models Sensitive to the Motives Behind Communication?,Room 1,neuroscience_and_cognitive_science
368,Predicting Functional Brain Connectivity with Context-Aware Deep Neural Networks,Room 2,neuroscience_and_cognitive_science
369,Real-Time Execution of Action Chunking Flow Policies,Room 7,reinforcement_learning
370,"Memory Decoder: A Pretrained, Plug-and-Play Memory for Large Language Models",Room 3,deep_learning
371,Emergence and Evolution of Interpretable Concepts in Diffusion Models,Room 5,social_and_economic_aspects_of_machine_learning
372,Prompted Policy Search: Reinforcement Learning through Linguistic and Numerical Reasoning in LLMs,Room 3,reinforcement_learning
373,Adversarial Robustness of Nonparametric Regression,Room 4,theory
374,Training Robust Graph Neural Networks by Modeling Noise Dependencies,Room 6,deep_learning
375,Learning-Augmented Streaming Algorithms for Correlation Clustering,Room 6,theory
376,Multipole Attention for Efficient Long Context Reasoning,Room 10,deep_learning
377,Transforming Generic Coder LLMs to Effective Binary Code Embedding Models for Similarity Detection,Room 7,deep_learning
378,PCA++: How Uniformity Induces Robustness to Background Noise in Contrastive Learning,Room 4,general_machine_learning
379,Rollout Roulette: A Probabilistic Inference Approach to Inference-Time Scaling of LLMs using Particle-Based Monte Carlo Methods,Room 3,deep_learning
380,Creativity or Brute Force? Using Brainteasers as a Window into the Problem-Solving Abilities of Large Language Models,Room 7,deep_learning
381,‌Navigating the MIL Trade-Off: Flexible Pooling for Whole Slide Image Classification,Room 2,machine_learning_for_sciences
382,ESCORT: Efficient Stein-variational and Sliced Consistency-Optimized Temporal Belief Representation for POMDPs,Room 4,reinforcement_learning
383,Structural Causal Bandits under Markov Equivalence,Room 1,probabilistic_methods
384,Adv-BMT: Bidirectional Motion Transformer for Safety-Critical Traffic Scenario Generation,Room 2,deep_learning
385,Statistical Analysis of an Adversarial Bayesian Weak Supervision Method,Room 11,general_machine_learning
386,EgoBridge: Domain Adaptation for Generalizable Imitation from Egocentric Human Data,Room 5,reinforcement_learning
387,Improving Monte Carlo Tree Search for Symbolic Regression,Room 12,reinforcement_learning
388,Learn2Mix: Training Neural Networks Using Adaptive Data Integration,Room 6,deep_learning
389,Identifying multi-compartment Hodgkin-Huxley models with high-density extracellular voltage recordings,Room 12,neuroscience_and_cognitive_science
390,Behavior Injection: Preparing Language Models for Reinforcement Learning,Room 8,deep_learning
391,Optimal Nuisance Function Tuning for Estimating a Doubly Robust Functional under Proportional Asymptotics,Room 4,probabilistic_methods
392,A Closer Look at TabPFN v2: Understanding Its Strengths and Extending Its Capabilities,Room 7,deep_learning
393,Test-Time Scaling of Diffusion Models via Noise Trajectory Search,Room 11,deep_learning
394,GeoLLaVA-8K: Scaling Remote-Sensing Multimodal Large Language Models to 8K Resolution,Room 1,deep_learning
395,Consistency Conditions for Differentiable Surrogate Losses,Room 4,theory
396,Meta-D2AG: Causal Graph Learning with Interventional Dynamic Data,Room 1,optimization
397,ExPO: Unlocking Hard Reasoning with Self-Explanation-Guided Reinforcement Learning,Room 10,deep_learning
398,When One Moment Isn't Enough: Multi-Moment Retrieval with Cross-Moment Interactions,Room 11,applications
399,Generalizing Single-Frame Supervision to Event-Level Understanding for Video Anomaly Detection,Room 2,applications
400,Multimodal Tabular Reasoning with Privileged Structured Information,Room 7,deep_learning
401,Look-Ahead Reasoning on Learning Platforms,Room 12,social_and_economic_aspects_of_machine_learning
402,SplashNet: Split‑and‑Share Encoders for Accurate and Efficient Typing with Surface Electromyography,Room 1,neuroscience_and_cognitive_science
403,Spectral Convolutional Conditional Neural Processes,Room 6,probabilistic_methods
404,JADE: Joint Alignment and Deep Embedding for Multi-Slice Spatial Transcriptomics,Room 2,machine_learning_for_sciences
405,Reverse-Annealed Sequential Monte Carlo for Efficient Bayesian Optimal Experiment Design,Room 4,probabilistic_methods
406,KGGen: Extracting Knowledge Graphs from Plain Text with Language Models,Room 7,applications
407,Coarse-to-fine Q-Network with Action Sequence for Data-Efficient Reinforcement Learning,Room 12,reinforcement_learning
408,Environment Inference for Learning Generalizable Dynamical System,Room 2,machine_learning_for_sciences
409,Online Learning of Pure States is as Hard as Mixed States,Room 4,theory
410,ReDit: Reward Dithering for Improved LLM Policy Optimization,Room 10,deep_learning
411,Understanding the Generalization of Stochastic Gradient Adam in Learning Neural Networks,Room 1,theory
412,Diffusion Tree Sampling: Scalable inference‑time alignment of diffusion models,Room 11,deep_learning
413,Abstract Rendering:  Certified Rendering Under 3D Semantic Uncertainty,Room 5,social_and_economic_aspects_of_machine_learning
414,Inference-Time Reward Hacking in Large Language Models,Room 11,social_and_economic_aspects_of_machine_learning
